#,STATE,LGA NAME,LGA CODE,WARD NAME,WARD CODE,Councillor,Start,End,
4007,KADUNA,JEMA’A’,07,TAKAU ‘B’,12,,,,KD0712
4008,KADUNA,KACHIA,08,AGUNU,01,,,,KD0801
4009,KADUNA,KACHIA,08,AWON,02,,,,KD0802
4010,KADUNA,KACHIA,08,DOKWA,03,,,,KD0803
4011,KADUNA,KACHIA,08,GUWEL,04,,,,KD0804
4012,KADUNA,KACHIA,08,GIDAN TAGWAI,05,,,,KD0805
4013,KADUNA,KACHIA,08,KWATURU,06,,,,KD0806
4014,KADUNA,KACHIA,08,ANKWA,07,,,,KD0807
4015,KADUNA,KACHIA,08,KATARI,08,,,,KD0808
4016,KADUNA,KACHIA,08,BISHINI,09,,,,KD0809
4017,KADUNA,KACHIA,08,KACHI URBAN,10,,,,KD0810
4018,KADUNA,KACHIA,08,SABON SARKI,11,,,,KD0811
4019,KADUNA,KACHIA,08,KURMIN MUSA,12,,,,KD0812
4020,KADUNA,KADUN NORTH,09,SHABA,01,,,,KD0901
4021,KADUNA,KADUN NORTH,09,UNG. GAJI,02,,,,KD0902
4022,KADUNA,KADUN NORTH,09,UNG. LIMAN,03,,,,KD0903
4023,KADUNA,KADUN NORTH,09,UNG. MAIBURJI,04,,,,KD0904
4024,KADUNA,KADUN NORTH,09,KABALA COSTAIN/DOKI,05,,,,KD0905
4025,KADUNA,KADUN NORTH,09,GABASAWA,06,,,,KD0906
4026,KADUNA,KADUN NORTH,09,UNG.SARKI,07,,,,KD0907
4027,KADUNA,KADUN NORTH,09,BADARAWA,08,,,,KD0908
4028,KADUNA,KADUN NORTH,09,UNG. DOSA,09,,,,KD0909
4029,KADUNA,KADUN NORTH,09,KAWO,10,,,,KD0910
4030,KADUNA,KADUN NORTH,09,HAYIN BANKI,11,,,,KD0911
4031,KADUNA,KADUN NORTH,09,UNG. SHANU,12,,,,KD0912
4032,KADUNA,KADUN SOUTH,10,MAKERA,01,,,,KD1001
4033,KADUNA,KADUN SOUTH,10,BARNAWA,02,,,,KD1002
4034,KADUNA,KADUN SOUTH,10,KAKURI GWARI,03,,,,KD1003
4035,KADUNA,KADUN SOUTH,10,TWLWVISION,04,,,,KD1004
4036,KADUNA,KADUN SOUTH,10,KAKURI HAUSA,05,,,,KD1005
4037,KADUNA,KADUN SOUTH,10,TUDUN WADA NORTH,06,,,,KD1006
4038,KADUNA,KADUN SOUTH,10,TUDUN WADA SOUTH,07,,,,KD1007
4039,KADUNA,KADUN SOUTH,10,TUDUN WADA WEST,08,,,,KD1008
4040,KADUNA,KADUN SOUTH,10,TUDUN NUPAWA,09,,,,KD1009
4041,KADUNA,KADUN SOUTH,10,SABON GARI SOUTH,10,,,,KD1010
4042,KADUNA,KADUN SOUTH,10,SABON GARI NORTH,11,,,,KD1011
4043,KADUNA,KADUN SOUTH,10,UNGUWAN SANUSI,12,,,,KD1012
4044,KADUNA,KADUN SOUTH,10,BADIKO,13,,,,KD1013
4045,KADUNA,KAGARKO,11,KAGARKO NORTH,01,,,,KD1101
4046,KADUNA,KAGARKO,11,KAGARKO SOUTH,02,,,,KD1102
4047,KADUNA,KAGARKO,11,KUSHE,03,,,,KD1103
4048,KADUNA,KAGARKO,11,JERE NORTH,04,,,,KD1104
4049,KADUNA,KAGARKO,11,JERE SOUTH,05,,,,KD1105
4050,KADUNA,KAGARKO,11,IDDAH,06,,,,KD1106
4051,KADUNA,KAGARKO,11,ARIBI,07,,,,KD1107
4052,KADUNA,KAGARKO,11,KURMIN JIBRIN,08,,,,KD1108
4053,KADUNA,KAGARKO,11,KATUGAL,09,,,,KD1109
4054,KADUNA,KAGARKO,11,KUKUI,10,,,,KD1110
4055,KADUNA,KAJURU,12,KAJURU,01,,,,KD1201
4056,KADUNA,KAJURU,12,TANTATU,02,,,,KD1202
4057,KADUNA,KAJURU,12,BUDA,03,,,,KD1203
4058,KADUNA,KAJURU,12,KUFANA,04,,,,KD1204
4059,KADUNA,KAJURU,12,AFOGO,05,,,,KD1205
4060,KADUNA,KAJURU,12,KASUWAN MAGANI,06,,,,KD1206
4061,KADUNA,KAJURU,12,KALLAH,07,,,,KD1207
4062,KADUNA,KAJURU,12,RIMAU,08,,,,KD1208
4063,KADUNA,KAJURU,12,IDON,09,,,,KD1209
4064,KADUNA,KAJURU,12,MARO,10,,,,KD1210
4065,KADUNA,KAURA,13,FADA,01,,,,KD1301
4066,KADUNA,KAURA,13,KUKUM,02,,,,KD1302
4067,KADUNA,KAURA,13,KPAK,03,,,,KD1303
4068,KADUNA,KAURA,13,AGBAN,04,,,,KD1304
4069,KADUNA,KAURA,13,KADARKO,05,,,,KD1305
4070,KADUNA,KAURA,13,MALAGUM,06,,,,KD1306
4071,KADUNA,KAURA,13,MANCHOK,07,,,,KD1307
4072,KADUNA,KAURA,13,BONDON,08,,,,KD1308
4073,KADUNA,KAURA,13,KAURA,09,,,,KD1309
4074,KADUNA,KAURA,13,ZANKAN,10,,,,KD1310
4075,KADUNA,KAURU,14,KAURU WEST,01,,,,KD1401
4076,KADUNA,KAURU,14,MAKAMI,02,,,,KD1402
4077,KADUNA,KAURU,14,DAWAKI,03,,,,KD1403
4078,KADUNA,KAURU,14,KWASSAMA,04,,,,KD1404
4079,KADUNA,KAURU,14,BITAL,05,,,,KD1405
4080,KADUNA,KAURU,14,GESHERE,06,,,,KD1406
4081,KADUNA,KAURU,14,DAMA KASUWA,07,,,,KD1407
4082,KADUNA,KAURU,14,BADURUM SAMA,08,,,,KD1408
4083,KADUNA,KAURU,14,KAMARU,09,,,,KD1409
4084,KADUNA,KAURU,14,PARI,10,,,,KD1410
4085,KADUNA,KAURU,14,KAURU EAST,11,,,,KD1411
4086,KADUNA,KUBAU,15,KUBAU,01,,,,KD1501
4087,KADUNA,KUBAU,15,DUTSEN WAI,02,,,,KD1502
4088,KADUNA,KUBAU,15,PAMBEGUA,03,,,,KD1503
4089,KADUNA,KUBAU,15,ZUNTU,04,,,,KD1504
4090,KADUNA,KUBAU,15,DAMAU,05,,,,KD1505
4091,KADUNA,KUBAU,15,KARREH,06,,,,KD1506
4092,KADUNA,KUBAU,15,ANCHAU,07,,,,KD1507
4093,KADUNA,KUBAU,15,HASKIYA,08,,,,KD1508
4094,KADUNA,KUBAU,15,KARGI,09,,,,KD1509
4095,KADUNA,KUBAU,15,MAH,10,,,,KD1510
4096,KADUNA,KUBAU,15,ZABI,11,,,,KD1511
4097,KADUNA,KUDAN,16,KUDAN,01,,,,KD1601
4098,KADUNA,KUDAN,16,HUNKUYI,02,,,,KD1602
4099,KADUNA,KUDAN,16,SABON GARIN KUNKUYI,03,,,,KD1603
4100,KADUNA,KUDAN,16,GARU,04,,,,KD1604
4101,KADUNA,KUDAN,16,ZABI,05,,,,KD1605
4102,KADUNA,KUDAN,16,DOKA,06,,,,KD1606
4103,KADUNA,KUDAN,16,LIKORO,07,,,,KD1607
4104,KADUNA,KUDAN,16,TABAN SANI,08,,,,KD1608
4105,KADUNA,KUDAN,16,K/WALI (N),09,,,,KD1609
4106,KADUNA,KUDAN,16,K/WALI (S),10,,,,KD1610
4107,KADUNA,LERE,17,SABON   BIRNIN,01,,,,KD1701
4108,KADUNA,LERE,17,YAR KASUWA,02,,,,KD1702
4109,KADUNA,LERE,17,GARU,03,,,,KD1703
4110,KADUNA,LERE,17,KAYARDA,04,,,,KD1704
4111,KADUNA,LERE,17,LERE,05,,,,KD1705
4112,KADUNA,LERE,17,RAMIN KURA,06,,,,KD1706
4113,KADUNA,LERE,17,SAMINAKA,07,,,,KD1707
4114,KADUNA,LERE,17,LAZURU,08,,,,KD1708
4115,KADUNA,LERE,17,ABADAWA,09,,,,KD1709
4116,KADUNA,LERE,17,DAN ALHAJI,10,,,,KD1710
4117,KADUNA,LERE,17,GURE/KAHUGU,11,,,,KD1711
4118,KADUNA,MAKARFI,18,MAKARFI,01,,,,KD1801
4119,KADUNA,MAKARFI,18,TUDUN WADA,02,,,,KD1802
4120,KADUNA,MAKARFI,18,GAZARA,03,,,,KD1803
4121,KADUNA,MAKARFI,18,DANGUZIRI,04,,,,KD1804
4122,KADUNA,MAKARFI,18,GIMI,05,,,,KD1805
4123,KADUNA,MAKARFI,18,NASARAWA WANDOYA,06,,,,KD1806
4124,KADUNA,MAKARFI,18,MAYERE,07,,,,KD1807
4125,KADUNA,MAKARFI,18,GUBUCHI,08,,,,KD1808
4126,KADUNA,MAKARFI,18,GWANKI,09,,,,KD1809
4127,KADUNA,MAKARFI,18,DAN DAMISA,10,,,,KD1810
4128,KADUNA,SABON GARI,19,SAMARU,01,,,,KD1901
4129,KADUNA,SABON GARI,19,JAMA’A,02,,,,KD1902
4130,KADUNA,SABON GARI,19,BOMO,03,,,,KD1903
4131,KADUNA,SABON GARI,19,BASAWA,04,,,,KD1904
4132,KADUNA,SABON GARI,19,CHIKAJI,05,,,,KD1905
4133,KADUNA,SABON GARI,19,MUCHIA,06,,,,KD1906
4134,KADUNA,SABON GARI,19,JUSHIN,07,,,,KD1907
4135,KADUNA,SABON GARI,19,HANWA,08,,,,KD1908
4136,KADUNA,SABON GARI,19,DOGORAWA,09,,,,KD1909
4137,KADUNA,SABON GARI,19,UNGUWAN GABAS,10,,,,KD1910
4138,KADUNA,SABON GARI,19,ZABI,11,,,,KD1911
4139,KADUNA,SANGA,20,GWANTU,01,,,,KD2001
4140,KADUNA,SANGA,20,FADAN KARSHI,02,,,,KD2002
4141,KADUNA,SANGA,20,AYU,03,,,,KD2003
4142,KADUNA,SANGA,20,NINZAM NORTH,04,,,,KD2004
4143,KADUNA,SANGA,20,NINZAM SOUTH,05,,,,KD2005
4144,KADUNA,SANGA,20,NINZAM  WEST,06,,,,KD2006
4145,KADUNA,SANGA,20,BOKANA,07,,,,KD2007
4146,KADUNA,SANGA,20,ABORO,08,,,,KD2008
4147,KADUNA,SANGA,20,WASA STATION,09,,,,KD2009
4148,KADUNA,SANGA,20,ARAK,10,,,,KD2010
4149,KADUNA,SANGA,20,NANDU,11,,,,KD2011
4150,KADUNA,SOBA,21,MAIGANA,01,,,,KD2101
4151,KADUNA,SOBA,21,KINKIBA,02,,,,KD2102
4152,KADUNA,SOBA,21,GIMBA,03,,,,KD2103
4153,KADUNA,SOBA,21,KWASSALLO,04,,,,KD2104
4154,KADUNA,SOBA,21,RICHIFA,05,,,,KD2105
4155,KADUNA,SOBA,21,GAMAGIRA,06,,,,KD2106
4156,KADUNA,SOBA,21,DANWATA,07,,,,KD2107
4157,KADUNA,SOBA,21,TURAWA,08,,,,KD2108
4158,KADUNA,SOBA,21,SOBA,09,,,,KD2109
4159,KADUNA,SOBA,21,GARU GWANKI,10,,,,KD2110
4160,KADUNA,SOBA,21,RAHAMA,11,,,,KD2111
4161,KADUNA,ZAGON KATAF,22,GORA,01,,,,KD2201
4162,KADUNA,ZAGON KATAF,22,ZONZON,02,,,,KD2202
4163,KADUNA,ZAGON KATAF,22,ZAMAN DABO,03,,,,KD2203
4164,KADUNA,ZAGON KATAF,22,UNGUWAN GAIYA,04,,,,KD2204
4165,KADUNA,ZAGON KATAF,22,ZONKWA,05,,,,KD2205
4166,KADUNA,ZAGON KATAF,22,MADAKIYA,06,,,,KD2206
4167,KADUNA,ZAGON KATAF,22,UNGUWAN RIMI,07,,,,KD2207
4168,KADUNA,ZAGON KATAF,22,GIDAN JATAU,08,,,,KD2208
4169,KADUNA,ZAGON KATAF,22,KAMANTON,09,,,,KD2209
4170,KADUNA,ZAGON KATAF,22,KAMARU/IKULU,10,,,,KD2210
4171,KADUNA,ZAGON KATAF,22,ZANGO URBAN,11,,,,KD2211
4172,KADUNA,ZARIA,23,KWARBAIA,01,,,,KD2301
4173,KADUNA,ZARIA,23,KWARBAI B,02,,,,KD2302
4174,KADUNA,ZARIA,23,ANGUWAN JUMA,03,,,,KD2303
4175,KADUNA,ZARIA,23,LIMANCIN KONA,04,,,,KD2304
4176,KADUNA,ZARIA,23,KAURA,05,,,,KD2305
4177,KADUNA,ZARIA,23,TUDUN WADA,06,,,,KD2306
4178,KADUNA,ZARIA,23,GYALLESU,07,,,,KD2307
4179,KADUNA,ZARIA,23,UNG.FATIKA,08,,,,KD2308
4180,KADUNA,ZARIA,23,TUKUR-TUKUR,09,,,,KD2309
4181,KADUNA,ZARIA,23,DAMBO,10,,,,KD2310
4182,KADUNA,ZARIA,23,WUCICIRI,11,,,,KD2311
4183,KADUNA,ZARIA,23,DUTSEN ABBA,12,,,,KD2312
4184,KADUNA,ZARIA,23,KUFENA B,13,,,,KD2313
4185,KANO,AJINGI,01,AJINGI,01,,,,KN0101
4186,KANO,AJINGI,01,BALARE,02,,,,KN0102
4187,KANO,AJINGI,01,CHULA,03,,,,KN0103
4188,KANO,AJINGI,01,DABIN-KANAWA,04,,,,KN0104
4189,KANO,AJINGI,01,DUNDUN,05,,,,KN0105
4190,KANO,AJINGI,01,GAFASA,06,,,,KN0106
4191,KANO,AJINGI,01,GURDUBA,07,,,,KN0107
4192,KANO,AJINGI,01,KUNKUNRAWA,08,,,,KN0108
4193,KANO,AJINGI,01,TORANKE,09,,,,KN0109
4194,KANO,AJINGI,01,UNGUWAR-BAI,10,,,,KN0110
4195,KANO,ALBASU,02,ALBASU CENTRAL,01,,,,KN0201
4196,KANO,ALBASU,02,BATAIYA,02,,,,KN0202
4197,KANO,ALBASU,02,CHAMARANA,03,,,,KN0203
4198,KANO,ALBASU,02,DAHO,04,,,,KN0204
4199,KANO,ALBASU,02,FANDA,05,,,,KN0205
4200,KANO,ALBASU,02,FARAGAI,06,,,,KN0206
4201,KANO,ALBASU,02,GARARAME,07,,,,KN0207
4202,KANO,ALBASU,02,HUNGU,08,,,,KN0208
4203,KANO,ALBASU,02,SAYASAYA,09,,,,KN0209
4204,KANO,ALBASU,02,TSANGAYA,10,,,,KN0210
4205,KANO,BAGWAI,03,BAGWAI,01,,,,KN0301
4206,KANO,BAGWAI,03,DANGADA,02,,,,KN0302
4207,KANO,BAGWAI,03,GADANYA,03,,,,KN0303
4208,KANO,BAGWAI,03,GORORI,04,,,,KN0304
4209,KANO,BAGWAI,03,KIYAWA,05,,,,KN0305
4210,KANO,BAGWAI,03,KWAJALI,06,,,,KN0306
4211,KANO,BAGWAI,03,RIMIN DAKO,07,,,,KN0307
4212,KANO,BAGWAI,03,ROMO,08,,,,KN0308
4213,KANO,BAGWAI,03,SARE-SARE,09,,,,KN0309
4214,KANO,BAGWAI,03,WUROBAGGA,10,,,,KN0310
4215,KANO,BEBEJI,04,ANADARIYA,01,,,,KN0401
4216,KANO,BEBEJI,04,BAGUDA,02,,,,KN0402
4217,KANO,BEBEJI,04,BEBEJI,03,,,,KN0403
4218,KANO,BEBEJI,04,DAMAU,04,,,,KN0404
4219,KANO,BEBEJI,04,DIRMAWA,05,,,,KN0405
4220,KANO,BEBEJI,04,GARGAI,06,,,,KN0406
4221,KANO,BEBEJI,04,GWARMAI,07,,,,KN0407
4222,KANO,BEBEJI,04,KOFA,08,,,,KN0408
4223,KANO,BEBEJI,04,KUKI,09,,,,KN0409
4224,KANO,BEBEJI,04,RAHAMA,10,,,,KN0410
4225,KANO,BEBEJI,04,RANKA,11,,,,KN0411
4226,KANO,BEBEJI,04,RANTAN,12,,,,KN0412
4227,KANO,BEBEJI,04,TARIWA,13,,,,KN0413
4228,KANO,BEBEJI,04,WAK,14,,,,KN0414
4229,KANO,BICHI,05,BADUME,01,,,,KN0501
4230,KANO,BICHI,05,BICHI,02,,,,KN0502
4231,KANO,BICHI,05,DANZABUWA,03,,,,KN0503
4232,KANO,BICHI,05,FAGOLO,04,,,,KN0504
4233,KANO,BICHI,05,KAU-KAU,05,,,,KN0505
4234,KANO,BICHI,05,KWAMBARAWA,06,,,,KN0506
4235,KANO,BICHI,05,KYALLI,07,,,,KN0507
4236,KANO,BICHI,05,MUNTSIRA,08,,,,KN0508
4237,KANO,BICHI,05,SAYE,09,,,,KN0509
4238,KANO,BICHI,05,WAIRE,10,,,,KN0510
4239,KANO,BICHI,05,YALLAMI,11,,,,KN0511
4240,KANO,BUNKURE,06,BARKUM,01,,,,KN0601
4241,KANO,BUNKURE,06,BUNKURE,02,,,,KN0602
4242,KANO,BUNKURE,06,BONO,03,,,,KN0603
4243,KANO,BUNKURE,06,CHIRIN,04,,,,KN0604
4244,KANO,BUNKURE,06,GAFAN,05,,,,KN0605
4245,KANO,BUNKURE,06,GURJIYA,06,,,,KN0606
4246,KANO,BUNKURE,06,GWAMMA,07,,,,KN0607
4247,KANO,BUNKURE,06,KULLUWA,08,,,,KN0608
4248,KANO,BUNKURE,06,KUMURYA,09,,,,KN0609
4249,KANO,BUNKURE,06,SANDA,10,,,,KN0610
4250,KANO,DALA,07,ADAKAWA,01,,,,KN0701
4251,KANO,DALA,07,BAKIN RUWA,02,,,,KN0702
4252,KANO,DALA,07,DALA,03,,,,KN0703
4253,KANO,DALA,07,DOGON NAMA,04,,,,KN0704
4254,KANO,DALA,07,GOBIRAWA,05,,,,KN0705
4255,KANO,DALA,07,GWAMMAJA,06,,,,KN0706
4256,KANO,DALA,07,KABUWAYA,07,,,,KN0707
4257,KANO,DALA,07,KANTUDU,08,,,,KN0708
4258,KANO,DALA,07,KOFAR MAZUGAL,09,,,,KN0709
4259,KANO,DALA,07,KOFAR RUWA,10,,,,KN0710
4260,KANO,DALA,07,MADIGAWA,11,,,,KN0711
4261,KANO,DALA,07,YALWA,12,,,,KN0712
4262,KANO,DANBATTA,08,AJUMAWA,01,,,,KN0801
4263,KANO,DANBATTA,08,DANBATTA EAST,02,,,,KN0802
4264,KANO,DANBATTA,08,DANBATTA WEST,03,,,,KN0803
4265,KANO,DANBATTA,08,FAGWALAWA,04,,,,KN0804
4266,KANO,DANBATTA,08,GORON MAJE,05,,,,KN0805
4267,KANO,DANBATTA,08,GWANDA,06,,,,KN0806
4268,KANO,DANBATTA,08,GWARABJAWA,07,,,,KN0807
4269,KANO,DANBATTA,08,KORE,08,,,,KN0808
4270,KANO,DANBATTA,08,SAIDAWA,09,,,,KN0809
4271,KANO,DANBATTA,08,SANSAN,10,,,,KN0810
4272,KANO,DAWAKIN KUDU,09,DABAR KWARI,01,,,,KN0901
4273,KANO,DAWAKIN KUDU,09,DANBAGINA,02,,,,KN0902
4274,KANO,DAWAKIN KUDU,09,DAWAKI,03,,,,KN0903
4275,KANO,DAWAKIN KUDU,09,DAWAKIJI,04,,,,KN0904
4276,KANO,DAWAKIN KUDU,09,DOSAN,05,,,,KN0905
4277,KANO,DAWAKIN KUDU,09,GANO,06,,,,KN0906
4278,KANO,DAWAKIN KUDU,09,GURJIYA,07,,,,KN0907
4279,KANO,DAWAKIN KUDU,09,JIDO,08,,,,KN0908
4280,KANO,DAWAKIN KUDU,09,TAMBURAWA,09,,,,KN0909
4281,KANO,DAWAKIN KUDU,09,TSAKUWA,10,,,,KN0910
4282,KANO,DAWAKIN KUDU,09,UNG. DUNIYA,11,,,,KN0911
4283,KANO,DAWAKIN KUDU,09,YANBARAU,12,,,,KN0912
4284,KANO,DAWAKIN KUDU,09,YANKA TSARI,13,,,,KN0913
4285,KANO,DAWAKIN KUDU,09,YARGAYA,14,,,,KN0914
4286,KANO,DAWAKIN KUDU,09,ZOGARAWA,15,,,,KN0915
4287,KANO,DAWAKIN TOFA,10,DAWAKI EAST,01,,,,KN1001
4288,KANO,DAWAKIN TOFA,10,DAWAKI WEST,02,,,,KN1002
4289,KANO,DAWAKIN TOFA,10,DAWANAU,03,,,,KN1003
4290,KANO,DAWAKIN TOFA,10,DANGUGUWA,04,,,,KN1004
4291,KANO,DAWAKIN TOFA,10,GANDUJE,05,,,,KN1005
4292,KANO,DAWAKIN TOFA,10,GARGARI,06,,,,KN1006
4293,KANO,DAWAKIN TOFA,10,JALLI,07,,,,KN1007
4294,KANO,DAWAKIN TOFA,10,KWA,08,,,,KN1008
4295,KANO,DAWAKIN TOFA,10,MARKE,09,,,,KN1009
4296,KANO,DAWAKIN TOFA,10,TATTARAWA,10,,,,KN1010
4297,KANO,DAWAKIN TOFA,10,TUMFAFI,11,,,,KN1011
4298,KANO,DOGUWA,11,DARIYA,01,,,,KN1101
4299,KANO,DOGUWA,11,DOGON KAWO,02,,,,KN1102
4300,KANO,DOGUWA,11,DOGUWA,03,,,,KN1103
4301,KANO,DOGUWA,11,FALGORE,04,,,,KN1104
4302,KANO,DOGUWA,11,MARAKU,05,,,,KN1105
4303,KANO,DOGUWA,11,RAGADA,06,,,,KN1106
4304,KANO,DOGUWA,11,RIRIWAI,07,,,,KN1107
4305,KANO,DOGUWA,11,TAGWAYE,08,,,,KN1108
4306,KANO,DOGUWA,11,UNGUWAR NATSOHUWA,09,,,,KN1109
4307,KANO,DOGUWA,11,ZAINABI,10,,,,KN1110
4308,KANO,FAGGE,12,FAGGE A,01,,,,KN1201
4309,KANO,FAGGE,12,FAGGE B,02,,,,KN1202
4310,KANO,FAGGE,12,FAGGE C,03,,,,KN1203
4311,KANO,FAGGE,12,FAGGE D,04,,,,KN1204
4312,KANO,FAGGE,12,FAGGE E,05,,,,KN1205
4313,KANO,FAGGE,12,KWACHIRI,06,,,,KN1206
4314,KANO,FAGGE,12,RIJIYAR LEMO,07,,,,KN1207
4315,KANO,FAGGE,12,SABON GARI EAST,08,,,,KN1208
4316,KANO,FAGGE,12,SABON GARI WEST,09,,,,KN1209
4317,KANO,FAGGE,12,YAMMATA,10,,,,KN1210
4318,KANO,GABASAWA,13,GABASAWA,01,,,,KN1301
4319,KANO,GABASAWA,13,GARUN DANGA,02,,,,KN1302
4320,KANO,GABASAWA,13,JODA,03,,,,KN1303
4321,KANO,GABASAWA,13,KARMAMI,04,,,,KN1304
4322,KANO,GABASAWA,13,MEKIYA,05,,,,KN1305
4323,KANO,GABASAWA,13,TARAUNI,06,,,,KN1306
4324,KANO,GABASAWA,13,YAUTAR AREWA,07,,,,KN1307
4325,KANO,GABASAWA,13,YAUTAR KUDU,08,,,,KN1308
4326,KANO,GABASAWA,13,YUMBU,09,,,,KN1309
4327,KANO,GABASAWA,13,ZAKIRAI,10,,,,KN1310
4328,KANO,GABASAWA,13,ZUGACHI,11,,,,KN1311
4329,KANO,GARKO,14,DAL,01,,,,KN1401
4330,KANO,GARKO,14,GARIN ALI,02,,,,KN1402
4331,KANO,GARKO,14,GARKO,03,,,,KN1403
4332,KANO,GARKO,14,GURJIYA,04,,,,KN1404
4333,KANO,GARKO,14,KAFIN MALAMAI,05,,,,KN1405
4334,KANO,GARKO,14,KATUMARI,06,,,,KN1406
4335,KANO,GARKO,14,KWAS,07,,,,KN1407
4336,KANO,GARKO,14,RABA,08,,,,KN1408
4337,KANO,GARKO,14,SARINA,09,,,,KN1409
4338,KANO,GARKO,14,ZAKARWA,10,,,,KN1410
4339,KANO,GARUN MALAM,15,CHIROMAWA,01,,,,KN1501
4340,KANO,GARUN MALAM,15,DORAWAR SALLAU,02,,,,KN1502
4341,KANO,GARUN MALAM,15,FANKURUN,03,,,,KN1503
4342,KANO,GARUN MALAM,15,GARUN BABBA,04,,,,KN1504
4343,KANO,GARUN MALAM,15,GARUN MALAM,05,,,,KN1505
4344,KANO,GARUN MALAM,15,JOBAWA,06,,,,KN1506
4345,KANO,GARUN MALAM,15,KADAWA,07,,,,KN1507
4346,KANO,GARUN MALAM,15,MAKWARO,08,,,,KN1508
4347,KANO,GARUN MALAM,15,YADAKWARI,09,,,,KN1509
4348,KANO,GARUN MALAM,15,YALWAN YADAKWARI,10,,,,KN1510
4349,KANO,GAYA,16,BALAN,01,,,,KN1601
4350,KANO,GAYA,16,GAYA AREWA,02,,,,KN1602
4351,KANO,GAYA,16,GAYA KUDU,03,,,,KN1603
4352,KANO,GAYA,16,GAMARIA,04,,,,KN1604
4353,KANO,GAYA,16,GAMOJI,05,,,,KN1605
4354,KANO,GAYA,16,KADEMI,06,,,,KN1606
4355,KANO,GAYA,16,KAZURAWA,07,,,,KN1607
4356,KANO,GAYA,16,MAIMAKAWA,08,,,,KN1608
4357,KANO,GAYA,16,SHAGOGO,09,,,,KN1609
4358,KANO,GAYA,16,WUDILAWA,10,,,,KN1610
4359,KANO,GEZAWA,17,BABAWA,01,,,,KN1701
4360,KANO,GEZAWA,17,GAWO,02,,,,KN1702
4361,KANO,GEZAWA,17,GEZAWA,03,,,,KN1703
4362,KANO,GEZAWA,17,JOGANA,04,,,,KN1704
4363,KANO,GEZAWA,17,KETAWA,05,,,,KN1705
4364,KANO,GEZAWA,17,MESAR TUDU,06,,,,KN1706
4365,KANO,GEZAWA,17,SARARIN GEZAWA,07,,,,KN1707
4366,KANO,GEZAWA,17,TSAMIYA BABBA,08,,,,KN1708
4367,KANO,GEZAWA,17,TUMBAU,09,,,,KN1709
4368,KANO,GEZAWA,17,WANGARA,10,,,,KN1710
4369,KANO,GEZAWA,17,ZANGO,11,,,,KN1711
4370,KANO,GWALE,18,DANDAGO,01,,,,KN1801
4371,KANO,GWALE,18,DISO,02,,,,KN1802
4372,KANO,GWALE,18,DORAYI,03,,,,KN1803
4373,KANO,GWALE,18,GALADANCHI,04,,,,KN1804
4374,KANO,GWALE,18,GORON DUTSE,05,,,,KN1805
4375,KANO,GWALE,18,GWALE,06,,,,KN1806
4376,KANO,GWALE,18,GYARANYA,07,,,,KN1807
4377,KANO,GWALE,18,KUBUGA,08,,,,KN1808
4378,KANO,GWALE,18,MANDAWARI,09,,,,KN1809
4379,KANO,GWALE,18,SANI MAINGAGGE,10,,,,KN1810
4380,KANO,GWARZO,19,GEBO,01,,,,KN1901
4381,KANO,GWARZO,19,GWARZO,02,,,,KN1902
4382,KANO,GWARZO,19,JAMA’A,03,,,,KN1903
4383,KANO,GWARZO,19,KARA,04,,,,KN1904
4384,KANO,GWARZO,19,KUTAMA,05,,,,KN1905
4385,KANO,GWARZO,19,LAKWAYA,06,,,,KN1906
4386,KANO,GWARZO,19,MADADI,07,,,,KN1907
4387,KANO,GWARZO,19,MAINIKA,08,,,,KN1908
4388,KANO,GWARZO,19,SABON BIRNI,09,,,,KN1909
4389,KANO,GWARZO,19,UNGUWAR-TUDU,10,,,,KN1910
4390,KANO,KABO,20,DUGABAU,01,,,,KN2001
4391,KANO,KABO,20,DURUN,02,,,,KN2002
4392,KANO,KABO,20,GAMMO,03,,,,KN2003
4393,KANO,KABO,20,GARO,04,,,,KN2004
4394,KANO,KABO,20,GODIYA,05,,,,KN2005
4395,KANO,KABO,20,GUDE,06,,,,KN2006
4396,KANO,KABO,20,HAUWADE,07,,,,KN2007
4397,KANO,KABO,20,KABO,08,,,,KN2008
4398,KANO,KABO,20,KANWA,09,,,,KN2009
4399,KANO,KABO,20,MASANAWA,10,,,,KN2010
4400,KANO,KANO MUNICIPAL,21,CHEDI,01,,,,KN2101
4401,KANO,KANO MUNICIPAL,21,DAN AGUNDI,02,,,,KN2102
4402,KANO,KANO MUNICIPAL,21,GANDUN ALBASA,03,,,,KN2103
4403,KANO,KANO MUNICIPAL,21,JAKARA,04,,,,KN2104
4404,KANO,KANO MUNICIPAL,21,KANKAROFI,05,,,,KN2105
4405,KANO,KANO MUNICIPAL,21,SHAHUCHI,06,,,,KN2106
4406,KANO,KANO MUNICIPAL,21,SHARADA,07,,,,KN2107
4407,KANO,KANO MUNICIPAL,21,SHESHE,08,,,,KN2108
4408,KANO,KANO MUNICIPAL,21,TUDUN NUFAWA,09,,,,KN2109
4409,KANO,KANO MUNICIPAL,21,TUDUN WAZIRCHI,10,,,,KN2110
4410,KANO,KANO MUNICIPAL,21,YAKASAI,11,,,,KN2111
4411,KANO,KANO MUNICIPAL,21,ZAITAWA,12,,,,KN2112
4412,KANO,KANO MUNICIPAL,21,ZANGO,13,,,,KN2113
4413,KANO,KARAYE,22,DAURA,01,,,,KN2201
